50,51,51,51,51,51,51,51,85,85,85,85,50,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,85,85,85,85,50,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,85,85,85,85,50,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,85,85,85,85,50,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,85,85,85,85,50,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,85,85,85,85,50,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,81,81,81,81,50,51,51,51,51,51,51,51,
66,67,67,67,67,68,67,69,83,83,83,83,66,67,67,67,67,67,68,69,
81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,
81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,
81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,
81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,
34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
