64,64,64,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
0,0,0,0,0,64,0,0,0,64,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
0,0,0,64,0,64,0,0,0,64,0,0,0,0,0,0,0,0,15,0,15,64,64,64,64,64,64,64,64,64,64,64,64,64,15,0,0,64,0,15,
0,0,0,64,0,64,0,64,0,0,0,15,15,15,15,15,15,0,15,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,15,
15,0,64,64,0,0,0,0,0,15,0,15,0,0,0,0,15,0,15,0,64,0,15,15,0,15,15,15,15,15,0,15,15,15,15,64,0,64,0,15,
15,0,0,0,0,64,64,0,15,15,0,15,0,15,15,15,15,15,15,0,64,0,15,0,0,15,0,0,0,0,0,15,15,15,15,64,0,64,0,15,
15,0,64,64,64,64,0,0,0,15,0,15,0,15,0,0,0,0,0,0,64,0,15,0,0,15,0,0,0,0,0,15,15,15,15,64,0,64,0,15,
15,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,15,15,0,64,0,15,0,0,15,0,0,15,15,15,15,15,15,15,15,0,64,0,15,
15,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,15,0,0,64,0,0,0,0,15,0,0,15,0,0,15,0,0,0,0,0,0,0,15,
15,0,15,15,15,0,15,15,15,15,15,15,0,0,0,181,0,15,0,0,64,0,0,15,15,15,0,0,15,0,0,15,0,0,0,0,0,0,0,15,
15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,15,0,15,64,64,64,64,64,15,
15,0,15,0,242,243,0,0,0,15,15,15,15,15,0,0,15,0,0,0,0,0,0,15,0,0,15,15,15,0,0,15,0,0,0,0,0,0,0,15,
